Songs & Artist,Streams,Daily,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,trend_alignment
Guns N' Roses - Sweet Child O' Mine,"2,64,03,15,331 ","13,00,593 ",7o2CTH4ctstm8TNelqjb51,Guns N' Roses,Appetite For Destruction,Sweet Child O' Mine,84.0,354520.0,True,0.454,0.91,6.0,-7.766,1.0,0.0448,0.0866,0.0996,0.116,0.629,125.116,4.0,rock,0.9073274019780088
Fleetwood Mac - Dreams,"2,62,21,95,328 ","17,79,037 ",7HOeuULGsJMkZ20gZlrMZr,Rootkit,Dreams,Dreams,47.0,188965.0,False,0.497,0.84,0.0,-3.519,1.0,0.134,0.00281,0.0272,0.121,0.0388,173.882,4.0,dubstep,0.3423265945839461
Major Lazer - Lean On,"2,61,82,50,998 ","10,81,486 ",1Lim1Py7xBgbAkAys3AGAG,Major Lazer;MØ;DJ Snake,Peace Is The Mission (Extended),Lean On,73.0,176561.0,False,0.723,0.809,7.0,-3.081,0.0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4.0,edm,0.6354138072926948
Olivia Rodrigo - good 4 u,"2,60,97,28,969 ","6,22,880 ",4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,SOUR,good 4 u,88.0,178146.0,True,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,4.0,pop,0.3939402452743565
Maroon 5 - Payphone,"2,60,85,41,604 ","13,29,560 ",1XGmzt0PVuFgQYYnV2It7A,Maroon 5;Wiz Khalifa,Overexposed Track By Track,Payphone,84.0,231173.0,True,0.743,0.752,4.0,-4.813,1.0,0.0414,0.0188,0.0,0.287,0.545,110.015,4.0,pop,0.8098804789228053
Queen - Don't Stop Me Now,"2,60,80,27,052 ","9,38,261 ",,,,,,,,,,,,,,,,,,,,,
Mark Ronson - Uptown Funk,"2,60,23,05,631 ","9,81,956 ",3lAHJBwNwA9Ld884HE7ljH,Mini Pop Kids,Mini Pop Kids 13,Uptown Funk,10.0,271888.0,False,0.787,0.739,2.0,-3.909,1.0,0.124,0.104,0.0,0.0964,0.77,114.953,4.0,kids,0.8847559479384162
Michael Jackson - Billie Jean,"2,59,09,46,879 ","13,78,491 ",4zzi2eD2cEPpQ3a307mPPj,The Civil Wars,Between The Bars (EP),Billie Jean,57.0,259920.0,False,0.532,0.203,9.0,-8.524,0.0,0.0668,0.829,0.0,0.108,0.543,89.646,4.0,acoustic,0.5401252794672018
Marshmello - Happier,"2,57,92,97,029 ","5,73,819 ",2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo,SOUR,happier,86.0,175933.0,True,0.395,0.443,6.0,-9.72,1.0,0.133,0.765,9.67e-06,0.0839,0.338,168.924,3.0,pop,0.3780213163051472
Adele - Someone Like You,"2,56,03,07,336 ","8,09,300 ",3bNv3VuUOKgrf5hu3YcuRo,Adele,21,Someone Like You,81.0,285240.0,False,0.556,0.319,9.0,-8.251,1.0,0.0281,0.893,0.0,0.0996,0.294,135.187,4.0,british,0.7422081802636317
Travis Scott - SICKO MODE,"2,55,56,93,738 ","5,26,429 ",2xLMifQCjDGFmkHkpNLD9h,Travis Scott,ASTROWORLD,SICKO MODE,83.0,312820.0,True,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008,4.0,house,0.4989854035497744
The Weeknd - One Of The Girls,"2,54,26,48,332 ","18,64,042 ",,,,,,,,,,,,,,,,,,,,,
Dua Lipa - Levitating,"2,54,16,86,889 ","7,43,432 ",39LLxExYz6ewLAcYrzQQyP,Dua Lipa,Future Nostalgia,Levitating,84.0,203807.0,False,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0,pop,0.6986192663555467
TOTO - Africa,"2,53,20,59,388 ","12,34,639 ",2374M0fQpWi3dLnB54qaLX,TOTO,Toto IV,Africa,83.0,295893.0,False,0.671,0.373,9.0,-18.064,1.0,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,4.0,rock,0.5498859294501146
Charlie Puth - We Don't Talk Anymore,"2,52,35,38,490 ","13,25,399 ",1fQeGoPKxnT2dLbEjs6jsm,Sara Farell,#Covers,We Don't Talk Anymore,26.0,193762.0,False,0.289,0.432,1.0,-6.091,0.0,0.037,0.771,0.0,0.215,0.225,85.504,1.0,acoustic,0.4976751916411849
Dua Lipa - New Rules,"2,52,20,81,528 ","6,72,827 ",2ekn2ttSfGqwhhate0LSR0,Dua Lipa,Dua Lipa (Deluxe),New Rules,81.0,209320.0,False,0.762,0.7,9.0,-6.021,0.0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4.0,dance,0.91624373688533
One Direction - Night Changes,"2,51,69,30,307 ","11,33,388 ",5O2P9iiztwhomNh8xkR9lJ,One Direction,FOUR (Deluxe),Night Changes,88.0,226600.0,False,0.672,0.52,8.0,-7.747,1.0,0.0353,0.859,0.0,0.115,0.37,120.001,4.0,pop,0.9745826418781616
Mariah Carey - All I Want for Christmas Is You,"2,51,16,76,584 ","72,196 ",1nAqLID4ZQTgDx4mkL4Ikt,Jamie Cullum,A Merry Modern Christmas,All I Want For Christmas Is You,1.0,253388.0,False,0.659,0.274,7.0,-11.686,0.0,0.186,0.694,0.0,0.148,0.479,127.862,4.0,j-pop,0.8352284244186677
XXXTENTACION - SAD!,"2,50,84,14,207 ","4,26,025 ",3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,?,SAD!,83.0,166605.0,True,0.74,0.613,8.0,-4.88,1.0,0.145,0.258,0.00372,0.123,0.473,75.023,4.0,emo,0.4033663461637128
J Balvin - LA CANCIÃN,"2,50,60,29,995 ","15,10,527 ",0fea68AdmYNygeTGI4RC18,J Balvin;Bad Bunny,OASIS,LA CANCIÓN,88.0,242573.0,False,0.754,0.646,7.0,-5.795,1.0,0.317,0.152,1.85e-05,0.108,0.429,176.089,4.0,reggaeton,0.328134850329799
Lil Uzi Vert - XO Tour Llif3,"2,49,66,59,219 ","5,52,638 ",,,,,,,,,,,,,,,,,,,,,
Sam Smith - Too Good At Goodbyes,"2,49,18,75,194 ","5,92,976 ",1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,The Thrill Of It All (Special Edition),Too Good At Goodbyes,83.0,201000.0,False,0.681,0.372,5.0,-8.237,1.0,0.0432,0.64,0.0,0.169,0.476,91.873,4.0,dance,0.5649246573124959
Sam Smith - Stay With Me,"2,48,67,70,911 ","5,70,787 ",1HYzRuWjmS9LXCkdVHi25K,CHANYEOL;Punch,"Guardian (Original Television Soundtrack), Pt. 1",Stay With Me,73.0,192441.0,False,0.558,0.526,0.0,-4.686,0.0,0.033,0.431,0.0,0.126,0.202,124.709,4.0,k-pop,0.9084960783011868
XXXTENTACION - Jocelyn Flores,"2,47,62,72,019 ","3,09,181 ",7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,17,Jocelyn Flores,84.0,119133.0,True,0.872,0.391,0.0,-9.144,0.0,0.242,0.469,4.13e-06,0.297,0.437,134.021,4.0,emo,0.7578526274369632
Tears For Fears - Everybody Wants To Rule The World,"2,47,54,65,055 ","12,03,993 ",4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),Everybody Wants To Rule The World,87.0,251488.0,False,0.645,0.795,7.0,-12.095,1.0,0.0527,0.347,0.00389,0.104,0.535,112.067,4.0,synth-pop,0.8203146083096733
Halsey - Without Me,"2,47,53,77,953 ","8,00,646 ",7lQ8MOhq6IN2w8EYcFNSUk,Eminem,The Eminem Show,Without Me,88.0,290320.0,True,0.908,0.669,7.0,-2.827,1.0,0.0738,0.00286,0.0,0.237,0.662,112.238,4.0,hip-hop,0.8347039944015203
Keane - Somewhere Only We Know,"2,47,04,06,731 ","15,56,489 ",1SKPmfSYaPsETbRHaiA18G,Keane,Hopes And Fears,Somewhere Only We Know,85.0,237146.0,False,0.448,0.665,9.0,-4.203,1.0,0.026,0.06,2.55e-05,0.0828,0.304,172.004,4.0,piano,0.3556864891312047
Don Omar - Danza Kuduro,"2,46,93,55,749 ","15,11,987 ",6DXLO8LndZMVOHM0wNbpzg,Don Omar;Lucenzo,Meet The Orphans,Danza Kuduro,74.0,198786.0,False,0.699,0.917,0.0,-4.897,1.0,0.115,0.078,0.0,0.065,0.889,130.04,4.0,reggaeton,0.8213228603920399
Lukas Graham - 7 Years,"2,46,36,61,627 ","8,22,850 ",1xKzXsdfSXCQNO9cOYQOGL,Eric Lumiere,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,7 Years,27.0,244821.0,False,0.662,0.268,10.0,-7.394,1.0,0.0358,0.858,0.0,0.11,0.394,111.594,4.0,acoustic,0.837845420597189
Billie Eilish - when the party's over,"2,45,74,37,797 ","7,27,957 ",0F78T5bfHQCliaNjBkIYBq,Kina Grannis,When the Party's Over,When the Party's Over,50.0,154732.0,False,0.52,0.171,1.0,-14.5,0.0,0.0423,0.853,0.0,0.174,0.23,123.565,3.0,acoustic,0.8444773305388357
Eminem - Till I Collapse,"2,45,69,61,880 ","7,90,481 ",4xkOaSrkexMciUUogZKVTS,Eminem;Nate Dogg,The Eminem Show,Till I Collapse,86.0,297786.0,True,0.548,0.847,1.0,-3.237,1.0,0.186,0.0622,0.0,0.0816,0.1,171.447,4.0,hip-hop,0.3592493057452795
Sam Smith - I'm Not The Only One,"2,45,63,67,784 ","9,32,658 ",7795WJLVKJoAyVoOtCWqXN,Sam Smith,In The Lonely Hour,I'm Not The Only One,88.0,239316.0,False,0.677,0.485,5.0,-5.795,1.0,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,4.0,dance,0.4640056828392417
Coolio - Gangsta's Paradise,"2,45,41,31,839 ","11,66,217 ",1DIXPcTDzTj8ZMHt3PDt8p,Coolio;L.V.,Gangsta's Paradise,Gangsta's Paradise,89.0,240693.0,False,0.647,0.514,8.0,-10.05,1.0,0.0593,0.0655,0.0,0.398,0.386,79.975,4.0,hip-hop,0.4444615403664194
Maroon 5 - Memories,"2,45,00,10,199 ","5,53,958 ",4cktbXiXOapiLBMprHFErI,Maroon 5,JORDI (Deluxe),Memories,85.0,189486.0,False,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,4.0,pop,0.5560497016061402
Camila Cabello - Havana,"2,44,22,95,363 ","5,18,843 ",,,,,,,,,,,,,,,,,,,,,
Shawn Mendes - Stitches,"2,44,02,40,007 ","8,28,956 ",3zkWCteF82vJwv0hRLba76,Shawn Mendes,Handwritten,Stitches,80.0,206880.0,False,0.746,0.754,1.0,-6.684,1.0,0.0676,0.0152,0.0,0.0486,0.746,149.882,4.0,dance,0.5542885532456773
Bad Bunny - DÃKITI,"2,43,69,45,774 ","8,72,946 ",47EiUVwUp4C9fGccaPuUCS,Bad Bunny;Jhayco,DÁKITI,DÁKITI,83.0,205090.0,True,0.731,0.573,4.0,-10.059,0.0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,4.0,reggaeton,0.802797638811328
Calvin Harris - We Found Love,"2,43,60,01,786 ","12,51,722 ",,,,,,,,,,,,,,,,,,,,,
Djo - End of Beginning,"2,43,49,87,171 ","39,89,531 ",,,,,,,,,,,,,,,,,,,,,
Eminem - Mockingbird,"2,43,23,15,319 ","10,53,625 ",,,,,,,,,,,,,,,,,,,,,
Adele - Easy On Me,"2,42,35,15,275 ","8,46,846 ",0gplL1WMoJ6iYaPgMCL0gX,Adele,Easy On Me,Easy On Me,85.0,224694.0,False,0.604,0.366,5.0,-7.519,1.0,0.0282,0.578,0.0,0.133,0.13,141.981,4.0,british,0.6489069383076046
Lewis Capaldi - Before You Go,"2,42,25,90,555 ","6,90,966 ",4z9WDbNAKo2wAfGaMn7yjh,Andrew Foy;Renee Foy,Before You Go,Before You Go,36.0,195535.0,False,0.609,0.0866,4.0,-19.163,1.0,0.0412,0.912,0.0,0.113,0.411,167.892,3.0,acoustic,0.374393178945588
Foster The People - Pumped Up Kicks,"2,42,25,02,880 ","9,65,109 ",7w87IxuO7BDcJ3YUqCyMTT,Foster The People,Torches,Pumped Up Kicks,84.0,239600.0,False,0.733,0.71,5.0,-5.849,0.0,0.0292,0.145,0.115,0.0956,0.965,127.975,4.0,indie,0.857961568476248
Eminem - The Real Slim Shady,"2,42,15,36,479 ","8,41,299 ",3yfqSUWxFvZELEM4PmlwIR,Eminem,The Marshall Mathers LP,The Real Slim Shady,87.0,284200.0,True,0.949,0.661,5.0,-4.244,0.0,0.0572,0.0302,0.0,0.0454,0.76,104.504,4.0,hip-hop,0.7250491760847522
Charlie Puth - Attention,"2,41,96,65,506 ","12,22,300 ",5cF0dROlMOK5uNZtivgu50,Charlie Puth,Voicenotes,Attention,83.0,208786.0,False,0.775,0.613,3.0,-4.586,0.0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,4.0,dance,0.664583670212313
Shakira - Hips Don't Lie,"2,40,76,60,936 ","11,65,136 ",,,,,,,,,,,,,,,,,,,,,
Teddy Swims - Lose Control,"2,39,99,16,209 ","15,83,552 ",7CHi4DtfK4heMlQaudCuHK,MEDUZA;Becky Hill;Goodboys,Lose Control,Lose Control,78.0,168387.0,False,0.598,0.526,10.0,-8.659,0.0,0.0415,0.129,0.0,0.14,0.529,123.935,4.0,house,0.9221205965458344
Gotye - Somebody That I Used To Know,"2,39,74,77,395 ","10,56,558 ",6JBX1drGsMrTE8JrAYYoou,Mayday Parade;Vic Fuentes,"Punk Goes Pop, Vol. 5",Somebody That I Used To Know,62.0,205320.0,False,0.457,0.939,3.0,-4.557,1.0,0.0835,0.00391,9.94e-06,0.145,0.467,136.064,4.0,punk-rock,0.7285365588230347
Queen - Another One Bites The Dust,"2,39,33,94,024 ","7,89,170 ",,,,,,,,,,,,,,,,,,,,,
Jason Mraz - I'm Yours,"2,39,07,10,588 ","8,72,362 ",1EzrEOXmMH3G43AXT1y7pA,Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,80.0,242946.0,False,0.703,0.444,11.0,-9.331,1.0,0.0417,0.559,0.0,0.0973,0.712,150.96,4.0,rock,0.5412453032039451
Taylor Swift - Blank Space,"2,39,06,87,488 ","10,00,883 ",1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,1989 (Deluxe),Blank Space,85.0,231826.0,False,0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,4.0,pop,0.6136083103072393
Manuel Turizo - La Bachata,"2,38,24,43,665 ","8,34,381 ",5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,La Bachata,98.0,162637.0,False,0.835,0.679,7.0,-5.329,0.0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,4.0,reggaeton,0.907819824684606
The Weeknd - Call Out My Name,"2,37,61,82,611 ","7,39,256 ",09mEdoA6zrmBPgTEN5qXmN,The Weeknd,"My Dear Melancholy,",Call Out My Name,89.0,228373.0,False,0.461,0.593,1.0,-4.954,1.0,0.0356,0.17,0.0,0.307,0.175,134.17,3.0,pop,0.7571880928079652
ROSÃ - APT.,"2,37,06,56,949 ","15,78,168 ",,,,,,,,,,,,,,,,,,,,,
Danny Ocean - Me RehÃºso,"2,36,65,31,895 ","13,45,058 ",6ifUES3keWjwXgae8pXI3o,Danny Ocean,54+1,Me Rehúso,80.0,205714.0,False,0.744,0.804,1.0,-6.327,1.0,0.0677,0.0231,0.0,0.0494,0.426,104.823,4.0,reggaeton,0.7324790247786345
Mike Posner - I Took A Pill In Ibiza,"2,36,60,64,258 ","8,60,008 ",,,,,,,,,,,,,,,,,,,,,
Alan Walker - Faded,"2,36,56,90,210 ","7,49,778 ",698ItKASDavgwZ3WjaWjtz,Alan Walker,Different World,Faded,80.0,212106.0,False,0.468,0.627,6.0,-5.085,1.0,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,4.0,house,0.3055316183777171
Wiz Khalifa - See You Again,"2,36,41,30,810 ","8,01,569 ",3XfMyT4Xf5LegDhvbrFEjp,Boyce Avenue;Bea Miller,"Cover Sessions, Vol. 4",See You Again,50.0,239802.0,False,0.57,0.413,9.0,-7.034,1.0,0.0345,0.535,0.0,0.076,0.278,152.032,4.0,acoustic,0.5309302973840594
Tame Impala - The Less I Know The Better,"2,36,38,44,483 ","15,66,981 ",,,,,,,,,,,,,,,,,,,,,
Doja Cat - Kiss Me More,"2,36,12,87,601 ","8,17,141 ",,,,,,,,,,,,,,,,,,,,,
The Chainsmokers - Don't Let Me Down,"2,35,55,40,905 ","9,57,107 ",1i1fxkWeaMmKEB4T7zqbzK,The Chainsmokers;Daya,Don't Let Me Down,Don't Let Me Down,80.0,208373.0,False,0.532,0.869,11.0,-5.094,1.0,0.172,0.157,0.00508,0.136,0.422,159.803,4.0,house,0.4542413248453222
Adele - Rolling in the Deep,"2,35,30,20,444 ","7,73,538 ",4OSBTYWVwsQhGLF9NHvIbR,Adele,21,Rolling in the Deep,81.0,228093.0,True,0.73,0.769,8.0,-5.114,1.0,0.0298,0.138,0.0,0.0473,0.507,104.948,4.0,soul,0.7331877055378511
David Guetta - I'm Good (Blue),"2,35,23,77,450 ","8,24,117 ",4uUG5RXrOk84mYEfFvj3cK,David Guetta;Bebe Rexha,I'm Good (Blue),I'm Good (Blue),98.0,175238.0,True,0.561,0.965,7.0,-3.673,0.0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4.0,edm,0.847802504449831
Jimin - Who,"2,35,14,25,289 ","18,54,681 ",0LJcP6ApERw0OvosstOdZm,Modeselektor;Tommy Cash,Who Else,Who,49.0,281143.0,False,0.758,0.746,7.0,-11.39,1.0,0.0639,0.0997,0.0613,0.151,0.212,142.994,4.0,minimal-techno,0.6301044500584592
Maroon 5 - Maps,"2,34,87,07,874 ","10,84,467 ",,,,,,,,,,,,,,,,,,,,,
Roddy Ricch - The Box,"2,34,68,27,581 ","6,98,214 ",5hznbDZ4hR1lVWusmaHi7x,K-Hand,"Ivan, Come on, Unlock the Box",The Box,6.0,531667.0,False,0.641,0.722,7.0,-9.56,1.0,0.0553,0.00153,0.859,0.105,0.353,126.013,4.0,detroit-techno,0.8804135247569913
Avicii - The Nights,"2,34,67,96,799 ","8,35,346 ",0ct6r3EGTcMLPtrXHDvVjc,Avicii,The Days / Nights,The Nights,86.0,176658.0,False,0.527,0.835,6.0,-5.298,1.0,0.0433,0.0166,0.0,0.249,0.654,125.983,4.0,dance,0.8906802678841572
Cigarettes After Sex - Apocalypse,"2,34,55,65,839 ","13,35,459 ",0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Cigarettes After Sex,Apocalypse,84.0,290616.0,False,0.37,0.467,5.0,-9.013,1.0,0.0273,0.0205,0.572,0.109,0.182,94.485,4.0,pop,0.5944274551910212
Creedence Clearwater Revival - Have You Ever Seen The Rain,"2,34,52,09,521 ","12,30,519 ",2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Pendulum (Expanded Edition),Have You Ever Seen The Rain,84.0,160133.0,False,0.741,0.697,0.0,-7.028,1.0,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,4.0,country,0.9176452352407448
XXXTENTACION - Moonlight,"2,34,30,81,117 ","9,23,204 ",0JP9xo3adEtGSdUEISiszL,XXXTENTACION,?,Moonlight,83.0,135090.0,True,0.921,0.537,9.0,-5.723,0.0,0.0804,0.556,0.00404,0.102,0.711,128.009,4.0,emo,0.857096598797434
Arctic Monkeys - Why'd You Only Call Me When You're High?,"2,30,60,78,747 ","9,31,768 ",086myS9r57YsLbJpU0TgK9,Arctic Monkeys,AM,Why'd You Only Call Me When You're High?,88.0,161123.0,False,0.691,0.631,2.0,-6.478,1.0,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,4.0,garage,0.5668805435354002
Conan Gray - Heather,"2,30,20,48,326 ","7,29,947 ",4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Kid Krow,Heather,87.0,198040.0,False,0.357,0.425,5.0,-7.301,1.0,0.0333,0.584,0.0,0.322,0.27,102.078,3.0,pop,0.6932058130613257
WALK THE MOON - Shut Up and Dance,"2,30,01,16,182 ","8,60,011 ",4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,TALKING IS HARD,Shut Up and Dance,83.0,199080.0,False,0.578,0.866,1.0,-3.804,1.0,0.0619,0.00701,0.0,0.257,0.619,128.038,4.0,alt-rock,0.8487542851910649
Post Malone - Congratulations,"2,29,95,90,702 ","4,97,097 ",1ZfbMOw5VSh5Qqr8hgLCkJ,Cliff Richard,40 Golden Greats,Congratulations,44.0,151800.0,False,0.478,0.681,4.0,-5.2,1.0,0.0291,0.133,0.0,0.0748,0.962,92.898,4.0,rock-n-roll,0.57661101887236
Gorillaz - Feel Good Inc.,"2,29,81,15,004 ","17,10,170 ",0d28khcov6AiegSCpG5TuT,Gorillaz,Demon Days,Feel Good Inc.,84.0,222640.0,False,0.818,0.705,6.0,-6.679,1.0,0.177,0.00836,0.00233,0.613,0.772,138.559,4.0,alternative,0.6950558676889016
Coldplay - A Sky Full of Stars,"2,29,35,97,594 ","9,33,134 ",18PrtmAcNMgZNy1edWuXGb,Mother's Daughter;Beck Pete,A Sky Full of Stars,A Sky Full of Stars,55.0,165067.0,False,0.643,0.11,6.0,-14.28,1.0,0.0294,0.876,1.38e-05,0.112,0.152,101.995,4.0,acoustic,0.6716303810705937
Lil Nas X - INDUSTRY BABY,"2,29,31,30,163 ","3,83,061 ",688td3ERdnPDqNyT80PAA8,Onur Atli;Efekan;Jordan Rys,Industry Baby,Industry Baby,56.0,168764.0,False,0.745,0.9,10.0,-5.387,0.0,0.0665,0.0039,0.000678,0.0946,0.504,128.014,4.0,turkish,0.8563072839302907
The Walters - I Love You So,"2,29,16,17,945 ","10,81,643 ",4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,I Love You So,89.0,160239.0,False,0.575,0.648,10.0,-4.891,1.0,0.0358,0.583,0.0,0.115,0.466,75.977,4.0,indie,0.4111235395320166
Imagine Dragons - Radioactive,"2,28,89,72,945 ","6,41,496 ",62yJjFtgkhUrXktIoSjgP2,Imagine Dragons,Night Visions,Radioactive,80.0,186813.0,False,0.448,0.784,9.0,-3.686,1.0,0.0627,0.106,0.000108,0.668,0.236,136.245,4.0,rock,0.7237907221821451
Maroon 5 - Sugar,"2,28,02,43,195 ","7,06,593 ",31RTFPrB7wmYBhlkM2ILXG,System Of A Down,System Of A Down,Sugar,73.0,153800.0,True,0.451,0.889,1.0,-2.693,1.0,0.261,0.00167,0.00215,0.258,0.586,131.073,4.0,metal,0.7956148835261306
Adele - Set Fire to the Rain,"2,27,77,42,815 ","9,75,354 ",3di5hcvxxciiqwMH1jarhY,Adele,21,Set Fire to the Rain,80.0,242973.0,False,0.603,0.67,2.0,-3.882,0.0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4.0,british,0.7755254549692471
Ruth B. - Dandelions,"2,27,11,39,989 ","9,24,222 ",2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Safe Haven,Dandelions,90.0,233720.0,False,0.609,0.692,1.0,-2.958,1.0,0.0259,0.0157,0.0,0.0864,0.454,116.959,3.0,pop,0.9032192847651972
Olivia Rodrigo - traitor,"2,26,59,00,512 ","10,29,085 ",5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,SOUR,traitor,88.0,229226.0,False,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,4.0,pop,0.6727022856753192
"Earth, Wind & Fire - September","2,26,36,99,343 ","8,55,614 ",2grjqo0Frpf2okIBiifQKs,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",September,83.0,215093.0,False,0.697,0.832,9.0,-7.264,1.0,0.0298,0.168,0.00131,0.269,0.979,125.926,4.0,disco,0.8941079354846584
Lana Del Rey - Summertime Sadness,"2,25,95,09,090 ","12,81,346 ",0j5z0Tq7aipYNDme5JvUrz,Y.V.E. 48,Summertime Sadness,Summertime Sadness,0.0,142285.0,False,0.697,0.367,1.0,-16.408,0.0,0.0441,0.53,0.652,0.126,0.11,105.001,4.0,deep-house,0.6949163644270586
OneRepublic - I Ain't Worried,"2,25,49,59,879 ","8,39,855 ",4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain't Worried,96.0,148485.0,False,0.704,0.797,0.0,-5.927,1.0,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4.0,piano,0.6752565396628202
Lauv - I Like Me Better,"2,25,42,02,659 ","7,41,762 ",2P91MQbaiQOfbiz9VqhqKQ,Lauv,I met you when I was 18. (the playlist),I Like Me Better,83.0,197436.0,False,0.752,0.505,9.0,-7.621,1.0,0.253,0.535,2.55e-06,0.104,0.419,91.97,4.0,electro,0.5663332766909687
AC/DC - Highway to Hell,"2,24,55,20,370 ","10,60,422 ",2zYzyRzz6pRmhPzyfMEC8s,AC/DC,Highway to Hell,Highway to Hell,85.0,208400.0,False,0.574,0.913,6.0,-4.793,0.0,0.133,0.061,0.00158,0.156,0.423,115.728,4.0,hard-rock,0.9040218643840194
Bad Bunny - Me Porto Bonito,"2,24,39,70,010 ","6,58,322 ",6Sq7ltF9Qa7SNFBsV5Cogx,Bad Bunny;Chencho Corleone,Un Verano Sin Ti,Me Porto Bonito,97.0,178567.0,True,0.911,0.712,1.0,-5.105,0.0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,4.0,reggae,0.5663867378456314
Travis Scott - HIGHEST IN THE ROOM,"2,24,27,83,547 ","6,70,289 ",3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,82.0,175720.0,True,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0,house,0.4150906386686043
BTS - Dynamite,"2,24,03,18,381 ","6,17,901 ",5QDLhrAOJJdNAmCTJ8xMyW,BTS,BE,Dynamite,85.0,199053.0,False,0.746,0.765,6.0,-4.41,0.0,0.0993,0.0112,0.0,0.0936,0.737,114.044,4.0,k-pop,0.8736455184790375
Post Malone - Better Now,"2,23,54,38,841 ","4,50,849 ",6sHEMuTKHJYwSJ8OK2pfpB,Hybrid Minds;Lily Denning,Better Now,Better Now,53.0,231836.0,False,0.456,0.921,11.0,-2.983,0.0,0.0517,0.0404,0.0013,0.129,0.0739,86.949,4.0,drum-and-bass,0.5102315838974872
David Guetta - Titanium,"2,22,76,46,726 ","11,15,408 ",,,,,,,,,,,,,,,,,,,,,
Sia - Chandelier,"2,22,65,55,948 ","7,48,416 ",4VrWlk8IQxevMvERoX08iC,Sia,1000 Forms Of Fear,Chandelier,80.0,216120.0,False,0.399,0.787,1.0,-2.88,1.0,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,5.0,dance,0.9036092557261792
Christina Perri - a thousand years,"2,22,55,91,186 ","9,49,190 ",6lanRgr6wXibZr8KgzXxBl,Christina Perri,A Thousand Years,A Thousand Years,81.0,285120.0,False,0.421,0.407,10.0,-7.445,1.0,0.0267,0.309,0.000961,0.11,0.161,139.028,3.0,pop,0.6884224953369068
Calvin Harris - This Is What You Came For,"2,22,36,52,896 ","8,79,868 ",0azC730Exh71aQlOt9Zj3y,Calvin Harris;Rihanna,This Is What You Came For,This Is What You Came For,81.0,222160.0,False,0.631,0.927,9.0,-2.787,0.0,0.0332,0.199,0.119,0.148,0.465,123.962,4.0,house,0.8989826688155163
