Songs & Artist,Streams,Daily
Incubus - Drive,"86,94,78,523 ","4,82,549 "
Majestic - Rasputin,"86,85,16,905 ","4,41,888 "
"Grover Washington, Jr. - Just the Two of Us","86,74,83,196 ","3,28,605 "
Flo Rida - Club Can't Handle Me,"86,72,54,905 ","5,80,817 "
Bacilos - Caraluna,"86,70,95,165 ","3,32,444 "
Pitbull - International Love,"86,67,75,340 ","5,60,636 "
Blue Swede - Hooked On A Feeling,"86,67,52,610 ","2,59,066 "
Black Eyed Peas - Just Canât Get Enough,"86,65,56,684 ","6,70,577 "
Kylie Minogue - Can't Get You out of My Head,"86,62,89,697 ","7,08,998 "
Fort Minor - Remember the Name,"86,58,49,437 ","2,45,803 "
zzoilo - Mon Amour,"86,53,47,099 ","2,76,320 "
Travis Scott - 90210,"86,53,04,781 ","3,67,976 "
Labrinth - Mount Everest,"86,49,62,392 ","3,46,339 "
"Tyler, The Creator - ARE WE STILL FRIENDS?","86,47,50,446 ","7,01,513 "
Jason Mraz - Lucky,"86,46,39,204 ","2,76,039 "
Yusuf / Cat Stevens - Wild World,"86,44,23,099 ","2,87,782 "
Baby Keem - ORANGE SODA,"86,43,55,616 ","2,83,899 "
ATB - Your Love (9PM),"86,42,54,606 ","1,61,684 "
Rvssian - Santa,"86,41,00,921 ","5,46,571 "
David Guetta - Where Them Girls At,"86,39,55,709 ","5,98,822 "
Sophie Ellis-Bextor - Murder On The Dancefloor,"86,38,68,010 ","4,01,257 "
Kendrick Lamar - LOYALTY. FEAT. RIHANNA.,"86,30,04,282 ","2,46,800 "
One Direction - You & I,"86,26,17,359 ","4,71,113 "
Buffalo Springfield - For What It's Worth,"86,22,68,764 ","3,68,126 "
Summer Walker - Girls Need Love,"86,22,35,920 ","3,23,331 "
Bob Dylan - Knockin' On Heaven's Door,"86,15,96,277 ","6,78,656 "
Ed Sheeran - Don't,"86,15,33,430 ","1,38,038 "
Travis Scott - CAN'T SAY,"86,14,00,943 ","1,77,917 "
John Lennon - Imagine,"86,04,60,442 ","3,03,013 "
Jason Derulo - Whatcha Say,"86,01,38,745 ","3,65,590 "
Charlie Puth - Marvin Gaye,"85,95,65,995 ","2,73,349 "
MGMT - Little Dark Age,"85,93,63,592 ","3,10,100 "
Avicii - SOS,"85,87,28,799 ","1,15,223 "
Kaash Paige - Love Songs,"85,79,65,703 ","4,13,997 "
Ed Sheeran - Dive,"85,59,64,234 ","2,09,772 "
The Rolling Stones - Start Me Up,"85,59,13,054 ","2,60,365 "
CJ - Whoopty,"85,53,98,590 ","75,123 "
Michael Jackson - Thriller,"85,50,72,301 ","3,36,585 "
BLACKPINK - DDU-DU DDU-DU,"85,50,27,829 ","2,20,031 "
Luke Combs - She Got the Best of Me,"85,49,59,848 ","3,81,357 "
Libianca - People,"85,42,96,521 ","2,40,166 "
Iggy Azalea - Fancy,"85,41,52,840 ","2,13,775 "
Mon Laferte - Tu Falta De Querer,"85,40,88,994 ","7,12,943 "
Alessia Cara - Here,"85,33,76,102 ","4,00,354 "
John Travolta - You're The One That I Want,"85,27,88,373 ","2,65,980 "
Playboi Carti - Shoota,"85,23,08,939 ","2,40,814 "
Charlie Puth - How Long,"85,20,30,194 ","3,38,814 "
ROSALÃA - Con Altura,"85,18,72,876 ","1,14,636 "
t.A.T.u. - All The Things She Said,"85,18,38,789 ","9,79,018 "
Jeremih - oui,"85,17,93,575 ","3,25,154 "
"Taylor Swift - You're On Your Own, Kid","85,17,60,778 ","3,10,443 "
Troye Sivan - Strawberries & Cigarettes,"85,12,84,896 ","1,70,981 "
Ed Sheeran - Perfect Duet (Ed Sheeran & BeyoncÃ©),"85,12,15,863 ","66,517 "
The Kooks - Naive,"85,12,00,836 ","3,34,912 "
Suki Waterhouse - Good Looking,"85,09,20,334 ","6,18,147 "
Bazzi - Beautiful,"85,08,95,808 ","2,00,932 "
Slipknot - Psychosocial,"85,08,27,897 ","4,70,477 "
Chris Brown - Go Crazy,"85,04,17,821 ","3,33,196 "
Lil Uzi Vert - Just Wanna Rock,"85,03,68,260 ","2,66,461 "
Morat - Cuando Nadie Ve,"85,01,95,031 ","3,13,713 "
Childish Gambino - Heartbeat,"84,99,86,709 ","6,81,094 "
6ix9ine - FEFE,"84,98,41,920 ","89,043 "
KAROL G - MI EX TENÃA RAZÃN,"84,95,16,486 ","3,10,853 "
Wiz Khalifa - Black and Yellow,"84,91,36,255 ","4,31,269 "
Wiz Khalifa - Black & Yellow,"84,91,36,255 ","4,31,269 "
Kelly Clarkson - Because of You,"84,87,40,241 ","2,80,336 "
John Mayer - New Light,"84,85,33,670 ","2,57,376 "
Vacations - Young,"84,83,53,888 ","3,45,289 "
Ice Cube - You Know How We Do It,"84,82,90,221 ","4,41,720 "
Drake - Best I Ever Had,"84,78,99,514 ","3,79,210 "
The Doobie Brothers - Listen to the Music,"84,78,65,540 ","3,77,250 "
Britney Spears - Womanizer,"84,76,28,473 ","5,22,583 "
INTERWORLD - METAMORPHOSIS,"84,74,15,376 ","2,33,594 "
Mike Perry - The Ocean,"84,73,34,221 ","54,998 "
Lou Bega - Mambo No. 5 (A Little Bit of...),"84,73,05,385 ","2,94,921 "
Kendrick Lamar - tv off,"84,71,34,048 ","7,10,468 "
Jimi Hendrix - All Along The Watchtower,"84,65,68,610 ","1,92,044 "
Imagine Dragons - Warriors,"84,65,67,969 ","2,03,104 "
Taylor Swift - Midnight Rain,"84,63,08,351 ","2,17,063 "
Rex Orange County - Best Friend,"84,62,74,407 ","2,96,538 "
Modjo - Lady,"84,62,23,693 ","7,72,774 "
Michael Jackson - Rock With You,"84,60,90,594 ","5,55,885 "
David Guetta - Baby Don't Hurt Me,"84,56,98,686 ","2,83,335 "
Miley Cyrus - The Climb,"84,56,96,176 ","7,76,357 "
BeyoncÃ© - Single Ladies (Put a Ring on It),"84,52,93,778 ","2,53,156 "
Pearl Jam - Even Flow,"84,45,32,808 ","4,10,401 "
Rauw Alejandro - CÃºrame,"84,44,17,111 ","2,69,014 "
Bring Me The Horizon - Can You Feel My Heart,"84,39,13,540 ","3,45,653 "
"Gracie Abrams - I miss you, Iâm sorry","84,38,25,097 ","4,96,584 "
Little Mix - Shout Out to My Ex,"84,38,07,004 ","1,11,473 "
The Beatles - Yesterday,"84,35,18,448 ","2,66,303 "
Enrique Iglesias - SUBEME LA RADIO,"84,34,98,761 ","3,06,302 "
Justin Bieber - Company,"84,32,11,838 ","4,93,022 "
Kansas - Carry on Wayward Son,"84,29,76,538 ","3,10,026 "
sombr - undressed,"84,29,36,721 ","16,49,570 "
2Pac - All Eyez On Me,"84,24,09,455 ","4,15,273 "
Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),"84,18,74,266 ","3,55,459 "
Young Thug - The London,"84,18,52,663 ","1,41,671 "
"Earth, Wind & Fire - Let's Groove","84,17,35,739 ","4,82,604 "
Ed Sheeran - Supermarket Flowers,"84,16,05,958 ","1,63,170 "
Alexandra Stan - Mr. Saxobeat,"84,11,36,258 ","4,93,969 "
Guns N' Roses - Don't Cry,"84,05,89,860 ","4,01,321 "
Don Toliver - After Party,"84,03,93,064 ","1,89,000 "
Manuel Turizo - Una Lady Como TÃº,"84,01,91,885 ","2,27,820 "
Oscar Maydon - Fin de Semana,"84,00,00,881 ","3,13,175 "
Jarabe De Palo - La flaca,"83,99,98,994 ","4,25,440 "
Labrinth - Jealous,"83,99,08,851 ","1,40,626 "
"Shakira - Whenever, Wherever","83,97,58,914 ","3,04,661 "
Jet - Are You Gonna Be My Girl,"83,96,71,146 ","3,61,140 "
Boza - Hecha Pa' Mi,"83,96,03,045 ","4,91,785 "
Young Thug - pick up the phone,"83,92,54,330 ","1,53,224 "
Rihanna - Rude Boy,"83,91,40,105 ","5,12,754 "
Mustard - Pure Water,"83,90,61,965 ","2,01,531 "
Bad Bunny - TE MUDASTE,"83,88,60,496 ","2,04,418 "
Sade - Smooth Operator,"83,87,94,828 ","6,43,817 "
Chase Atlantic - Into It,"83,81,60,067 ","5,91,564 "
salvia palth - i was all over her,"83,81,21,388 ","3,51,019 "
TV Girl - Blue Hair,"83,79,17,165 ","6,76,402 "
BoyWithUke - Toxic,"83,78,20,376 ","1,76,268 "
Pink Floyd - Comfortably Numb,"83,78,14,655 ","4,04,686 "
Charli xcx - Guess featuring billie eilish,"83,73,98,001 ","5,43,562 "
Camila Cabello - My Oh My,"83,72,50,237 ","1,83,818 "
Chris Jedi - Ahora Dice,"83,69,82,587 ","3,37,142 "
Mary J. Blige - Family Affair,"83,69,21,783 ","6,32,373 "
NewJeans - Super Shy,"83,67,34,529 ","3,66,872 "
Mac Miller - Self Care,"83,66,91,503 ","2,36,998 "
Jason Derulo - Take You Dancing,"83,54,60,157 ","2,00,925 "
Lana Del Rey - Summertime Sadness (Lana Del Rey Vs. Cedric Gervais),"83,51,01,552 ","2,21,518 "
Adele - All I Ask,"83,48,19,871 ","3,35,764 "
Frank Sinatra - Fly Me To The Moon (In Other Words),"83,47,09,834 ","2,37,663 "
Kelly Clarkson - Stronger (What Doesn't Kill You),"83,45,42,742 ","2,60,655 "
Little Mix - Secret Love Song,"83,44,96,662 ","3,04,424 "
Dalex - Pa MÃ­,"83,44,54,592 ","2,51,071 "
Miguel - Girl With The Tattoo Enter.lewd,"83,44,47,217 ","4,87,753 "
Dolly Parton - 9 to 5,"83,39,78,422 ","2,76,884 "
blackbear - idfc,"83,39,20,937 ","1,71,739 "
Martin Jensen - Solo Dance,"83,34,89,911 ","98,109 "
Carlos Vives - Robarte un Beso,"83,26,19,411 ","1,90,451 "
Childish Gambino - Me and Your Mama,"83,25,62,561 ","3,49,241 "
Duke Dumont - Ocean Drive,"83,24,82,459 ","4,21,821 "
Beach Bunny - Prom Queen,"83,24,17,173 ","5,89,622 "
Shakira - Te Felicito,"83,22,17,275 ","1,26,690 "
Florence + The Machine - You've Got The Love,"83,22,08,950 ","3,74,322 "
Paramore - The Only Exception,"83,21,53,326 ","7,50,832 "
Reik - Me Niego,"83,21,34,187 ","2,85,882 "
The Killers - When You Were Young,"83,21,24,797 ","4,22,248 "
Radiohead - Karma Police,"83,20,02,464 ","4,45,043 "
Bee Gees - More Than A Woman,"83,19,18,536 ","4,54,074 "
Bryan Adams - (Everything I Do) I Do It For You,"83,15,44,256 ","3,68,469 "
Flo Rida - GDFR,"83,10,64,997 ","2,10,064 "
Mark Ronson - Valerie,"83,08,15,483 ","5,40,848 "
MEDUZA - Paradise,"82,98,51,764 ","1,45,462 "
Jesse & Joy - Dueles,"82,94,97,896 ","4,37,581 "
Taylor Swift - Paper Rings,"82,88,72,125 ","2,22,944 "
Don Toliver - No Pole,"82,86,68,352 ","14,01,426 "
UB40 - Red Red Wine,"82,84,32,607 ","2,94,126 "
Sebastian Yatra - Tacones Rojos,"82,83,90,402 ","2,43,180 "
Taylor Swift - my tears ricochet,"82,80,44,780 ","3,94,434 "
Alicia Keys - Girl on Fire,"82,78,49,568 ","3,38,179 "
James Hype - Ferrari,"82,76,35,303 ","2,67,908 "
Zion & Lennox - La player (Bandolera),"82,74,72,981 ","6,28,602 "
A$AP Rocky - I Smoked Away My Brain (I'm God x Demons Mashup),"82,72,01,788 ","8,29,752 "
Commodores - Easy,"82,69,67,430 ","3,68,271 "
Paulo Londra - Nena MaldiciÃ³n,"82,69,61,888 ","4,19,641 "
Alesso - Heroes (we could be),"82,55,61,267 ","2,58,224 "
Nirvana - Lithium,"82,50,82,967 ","3,93,773 "
Adam Port - Move,"82,47,77,452 ","6,76,079 "
AminÃ© - Caroline,"82,41,97,897 ","89,496 "
Gwen Stefani - Hollaback Girl,"82,37,49,042 ","3,34,339 "
Rick Springfield - Jessie's Girl,"82,32,06,732 ","2,27,369 "
P!nk - So What,"82,23,47,594 ","3,27,056 "
Bad Bunny - MONACO,"82,12,57,496 ","9,06,798 "
Cardi B - Please Me,"82,11,82,464 ","5,46,921 "
Cults - Always Forever,"82,06,56,563 ","3,36,034 "
Khalid - Saturday Nights,"82,03,30,354 ","89,391 "
Olivia Rodrigo - brutal,"82,02,99,889 ","2,80,990 "
BeyoncÃ© - Irreplaceable,"82,02,05,075 ","4,47,614 "
Dexys Midnight Runners - Come On Eileen,"82,01,27,388 ","3,51,148 "
Taylor Swift - champagne problems,"81,99,59,626 ","2,10,154 "
Metallica - One,"81,81,89,110 ","4,59,544 "
Dua Lipa - Be the One,"81,80,69,201 ","4,03,755 "
"Daddy Yankee - Lo Que PasÃ³, PasÃ³","81,79,96,882 ","3,26,725 "
OneRepublic - Secrets,"81,79,92,630 ","3,45,477 "
Khalid - 8TEEN,"81,78,19,190 ","1,42,133 "
Bad Bunny - VeLDÃ,"81,75,10,349 ","12,94,920 "
Bad Bunny - La DifÃ­cil,"81,60,27,319 ","1,62,946 "
Taylor Swift - You Belong With Me,"81,54,29,979 ","4,11,934 "
Daniel Caesar - Japanese Denim,"81,52,86,119 ","4,18,326 "
Linkin Park - The Emptiness Machine,"81,51,18,970 ","8,29,546 "
Jack Harlow - Whats Poppin,"81,50,67,853 ","1,00,253 "
21 Savage - redrum,"81,47,02,266 ","3,27,695 "
Justin Bieber - Anyone,"81,43,64,639 ","1,81,537 "
fun. - Some Nights,"81,41,53,886 ","2,63,551 "
TiÃ«sto - Don't Be Shy,"81,40,39,991 ","1,61,153 "
The Paper Kites - Bloom,"81,39,45,718 ","2,46,089 "
Joji - YEAH RIGHT,"81,38,98,382 ","1,64,431 "
Sabrina Carpenter - Manchild,"81,36,38,252 ","26,17,279 "
Avril Lavigne - Sk8er Boi,"81,35,18,182 ","4,72,373 "
System Of A Down - B.Y.O.B.,"81,34,65,628 ","4,39,202 "
The Ronettes - Sleigh Ride,"81,24,97,160 ","8,110 "
Alex & Sierra - Little Do You Know,"81,18,99,368 ","1,02,131 "
Russ - Losin Control,"81,15,26,957 ","1,36,044 "
Chris Brown - Forever,"81,14,70,850 ","5,24,371 "
Meghan Trainor - NO,"81,06,46,475 ","3,79,214 "
Muse - Uprising,"81,05,61,236 ","2,89,439 "
Lana Del Rey - Radio,"81,04,12,148 ","3,08,775 "
Rammstein - Du hast,"81,03,41,496 ","3,13,125 "
Cosculluela - Madura,"81,02,90,222 ","2,96,738 "
Post Malone - Take What You Want,"81,02,04,191 ","3,45,736 "
Daft Punk - Instant Crush,"81,01,99,540 ","4,01,032 "
Lady Gaga - Born This Way,"80,92,24,613 ","2,90,654 "
Dua Lipa - Training Season,"80,90,95,752 ","6,46,141 "
Peso Pluma - PRC,"80,89,61,521 ","1,49,568 "
Lil Mosey - Noticed,"80,74,89,764 ","1,22,663 "
Arctic Monkeys - Snap Out Of It,"80,67,29,602 ","4,19,444 "
David Guetta - Play Hard,"80,65,07,387 ","6,02,332 "
Taylor Swift - I Can Do It With a Broken Heart,"80,62,66,483 ","3,81,815 "
Future - Solo,"80,61,13,881 ","5,68,152 "
Natanael Cano - Madonna,"80,58,76,982 ","5,15,533 "
Migos - Stir Fry,"80,57,57,139 ","2,22,295 "
Roar - I Can't Handle Change,"80,56,36,690 ","2,78,805 "
Aventura - Obsesion,"80,50,04,897 ","5,68,272 "
ABBA - Mamma Mia,"80,49,71,798 ","3,28,065 "
J Balvin - UN PESO,"80,47,99,115 ","4,19,139 "
Juice WRLD - Legends,"80,45,76,278 ","1,63,324 "
TiÃ«sto - 10:35,"80,42,41,881 ","3,53,951 "
"Tyler, The Creator - BEST INTEREST","80,40,42,088 ","1,80,555 "
Rammstein - Sonne,"80,40,05,495 ","4,34,620 "
CafunÃ© - Tek It,"80,36,04,671 ","6,42,785 "
A$AP Ferg - Plain Jane,"80,32,55,277 ","85,016 "
Ozuna - Dile Que Tu Me Quieres,"80,27,41,337 ","5,54,603 "
Travis Scott - MY EYES,"80,23,32,300 ","3,81,641 "
Gera MX - Botella Tras Botella,"80,21,36,897 ","2,08,129 "
Auli'i Cravalho - How Far I'll Go,"80,20,95,704 ","3,19,321 "
Grupo Frontera - NO SE VA,"80,20,57,868 ","2,50,008 "
Eddy Lover - PerdÃ³name,"80,20,46,519 ","6,58,470 "
Sabrina Carpenter - Bed Chem,"80,20,20,653 ","6,56,649 "
Adele - Water Under the Bridge,"80,18,05,886 ","2,54,471 "
Owl City - Good Time,"80,16,34,722 ","3,17,041 "
Coldplay - Magic,"80,15,14,825 ","1,37,704 "
Marc Anthony - Vivir Mi Vida,"80,13,54,130 ","3,53,770 "
Carrie Underwood - Before He Cheats,"80,07,74,962 ","2,99,717 "
Nelly - Ride Wit Me,"80,07,11,145 ","4,08,458 "
BENEE - Supalonely,"80,06,96,625 ","1,02,570 "
La Factoria - PerdÃ³name,"80,06,86,537 ","5,85,067 "
Little Mix - Black Magic,"80,06,55,267 ","2,77,691 "
"Roy Orbison - Oh, Pretty Woman","80,02,16,554 ","2,59,418 "
Kodak Black - Roll in Peace,"80,01,47,126 ","1,54,382 "
Joji - Sanctuary,"79,98,29,065 ","3,32,281 "
ABBA - The Winner Takes It All,"79,93,08,529 ","10,68,412 "
Travis Scott - YOSEMITE,"79,92,95,246 ","2,57,517 "
Backstreet Boys - Everybody (Backstreet's Back),"79,92,85,336 ","4,79,608 "
Lil Nas X - Panini,"79,92,54,038 ","90,012 "
Jessie J - Price Tag,"79,90,28,043 ","3,88,463 "
"All Time Low - Dear Maria, Count Me In","79,87,98,764 ","3,87,359 "
Snoop Dogg - Drop It Like It's Hot,"79,87,96,125 ","2,81,273 "
Matt Sassari - Give It To Me,"79,87,10,073 ","2,59,643 "
Travis Scott - Antidote,"79,87,04,816 ","1,30,479 "
Alessia Cara - How Far I'll Go,"79,83,81,521 ","69,682 "
BTS - Permission to Dance,"79,80,42,803 ","2,55,919 "
Dove Cameron - Boyfriend,"79,73,12,164 ","1,99,913 "
Europe - The Final Countdown,"79,70,84,255 ","2,97,242 "
Bad Bunny - Un Coco,"79,69,02,077 ","4,65,208 "
Zedd - Clarity,"79,68,06,445 ","5,05,891 "
Hozier - Someone New,"79,67,78,237 ","4,01,067 "
X Ambassadors - Unsteady,"79,66,74,690 ","1,99,180 "
Taylor Swift - We Are Never Ever Getting Back Together,"79,65,55,169 ","1,96,187 "
$uicideboy$ - Kill Yourself (Part III),"79,65,54,451 ","1,94,606 "
Drake - Take Care,"79,62,58,288 ","3,45,143 "
John Lennon - Happy Xmas (War Is Over),"79,62,09,998 ","23,156 "
Kodak Black - Tunnel Vision,"79,56,18,454 ","2,52,327 "
Fujii Kaze - Shinunoga E-Wa,"79,56,04,083 ","2,90,484 "
Aventura - Dile al Amor,"79,54,38,076 ","6,06,828 "
"Labrinth - Still Don't Know My Name (From ""Euphoria: Season 1"" Soundtrack)","79,50,77,169 ","1,62,812 "
Tate McRae - exes,"79,48,41,333 ","4,96,473 "
Tainy - MOJABI GHOST,"79,44,02,750 ","8,54,026 "
Linkin Park - Papercut,"79,41,58,750 ","5,14,771 "
Agust D - Haegeum,"79,41,09,544 ","7,44,812 "
Bryson Tiller - Right My Wrongs,"79,36,01,371 ","3,78,097 "
Milli Hughes - Deep Phase Noise 1,"79,35,75,180 ","5,27,277 "
Myke Towers - Bandido,"79,25,39,216 ","1,17,542 "
mgk - my ex's best friend,"79,24,02,278 ","1,75,386 "
Aretha Franklin - I Say a Little Prayer,"79,13,53,924 ","2,82,111 "
The Strokes - Last Nite,"79,06,18,205 ","2,19,302 "
Eminem - Lucky You,"79,05,96,836 ","1,09,474 "
The Pussycat Dolls - Don't Cha,"78,98,42,295 ","3,89,056 "
Morat - Besos En Guerra,"78,95,67,682 ","2,61,430 "
Lady Gaga - Bloody Mary,"78,94,68,049 ","3,10,640 "
JENNIE - like JENNIE,"78,91,44,741 ","13,24,170 "
Mariah Carey - Obsessed,"78,89,79,657 ","8,79,394 "
Michael Sembello - Maniac,"78,89,48,003 ","3,61,449 "
Pink Sweat$ - At My Worst,"78,88,19,433 ","1,37,230 "
Breaking Benjamin - The Diary of Jane,"78,86,69,776 ","3,44,834 "
DJ Khaled - POPSTAR,"78,84,37,341 ","1,22,209 "
BTS - DNA,"78,82,06,309 ","4,32,246 "
The Cinematic Orchestra - To Build A Home,"78,80,69,885 ","2,68,495 "
yung kai - blue,"78,80,54,236 ","6,08,733 "
Marshmello - Here With Me,"78,79,92,605 ","1,68,871 "
R3HAB - All Around The World (La La La),"78,76,63,522 ","1,55,464 "
ScHoolboy Q - Collard Greens,"78,72,75,323 ","2,01,449 "
"Fall Out Boy - Dance, Dance","78,71,67,384 ","3,64,597 "
Jessie J - Domino,"78,70,86,822 ","3,80,415 "
The Cranberries - Dreams,"78,69,63,436 ","6,57,953 "
Bad Bunny - Amorfoda,"78,62,71,097 ","2,42,835 "
Louis Armstrong - What A Wonderful World,"78,60,68,688 ","2,48,324 "
JID - Surround Sound,"78,58,25,811 ","2,33,464 "
grandson - Blood // Water,"78,52,43,175 ","1,62,345 "
Don Omar - SaliÃ³ El Sol,"78,48,81,157 ","5,34,772 "
Tate McRae - Sports car,"78,48,22,115 ","11,94,307 "
The Righteous Brothers - Unchained Melody,"78,47,50,980 ","3,37,033 "
Lil Dicky - Freaky Friday,"78,47,23,355 ","2,06,257 "
Paul Simon - You Can Call Me Al,"78,46,50,879 ","2,42,468 "
The Rolling Stones - Gimme Shelter,"78,45,60,397 ","2,95,900 "
Rauw Alejandro - Tattoo,"78,39,72,424 ","1,52,817 "
Lil Uzi Vert - Money Longer,"78,37,48,166 ","2,81,415 "
Lady Gaga - Applause,"78,34,56,345 ","3,51,041 "
J. Cole - She Knows,"78,30,84,208 ","1,72,098 "
Avenged Sevenfold - Hail to the King,"78,29,81,403 ","2,97,079 "
Frankie Valli - Can't Take My Eyes Off You,"78,28,30,921 ","7,16,535 "
The Offspring - Self Esteem,"78,25,70,810 ","3,20,771 "
Foo Fighters - Best of You,"78,23,21,487 ","2,43,815 "
Diddy - I'll Be Missing You,"78,21,84,223 ","3,15,636 "
Sebastian Yatra - Traicionera,"78,20,37,483 ","2,26,215 "
Simon & Garfunkel - Mrs. Robinson,"78,16,50,956 ","1,76,288 "
Enrique Iglesias - DUELE EL CORAZON,"78,15,59,664 ","2,76,761 "
Phil Collins - Another Day in Paradise,"78,14,76,520 ","6,26,845 "
Katy Perry - Harleys In Hawaii,"78,09,58,737 ","4,90,275 "
ILLIT - Magnetic,"78,08,19,356 ","5,55,351 "
Led Zeppelin - Whole Lotta Love,"78,08,06,496 ","2,57,475 "
One Direction - Best Song Ever,"78,06,73,938 ","2,98,679 "
Juice WRLD - Wasted,"78,06,37,920 ","1,98,462 "
Rae Sremmurd - Swang,"78,05,32,799 ","3,17,317 "
Taio Cruz - Break Your Heart,"77,87,62,362 ","4,15,230 "
Belanova - Rosa Pastel,"77,85,78,388 ","5,31,988 "
Jon Bellion - All Time Low,"77,85,25,930 ","84,058 "
Selena Gomez - Same Old Love,"77,83,51,866 ","2,45,986 "
BeyoncÃ© - TEXAS HOLD 'EM,"77,81,14,911 ","2,38,710 "
Phil Collins - You Can't Hurry Love,"77,80,95,546 ","2,38,704 "
Avicii - Lonely Together,"77,80,16,618 ","1,32,423 "
Mac Miller - Weekend,"77,78,64,712 ","2,55,992 "
ThxSoMch - SPIT IN MY FACE!,"77,77,74,747 ","3,19,710 "
Billie Eilish - No Time To Die,"77,75,48,589 ","2,31,099 "
James Arthur - Naked,"77,66,10,677 ","1,21,308 "
Shania Twain - You're Still The One,"77,57,73,351 ","4,42,919 "
Shakira - Can't Remember to Forget You,"77,56,68,751 ","3,92,025 "
mgk - Bad Things,"77,51,86,227 ","1,39,261 "
Selena Gomez - Hands To Myself,"77,50,31,316 ","1,60,664 "
BeyoncÃ© - Love On Top,"77,50,26,180 ","1,88,269 "
Aretha Franklin - Respect,"77,49,42,991 ","2,06,892 "
Luis Miguel - La Incondicional,"77,48,18,595 ","3,84,233 "
Chris Brown - Loyal,"77,47,91,789 ","3,38,168 "
Shania Twain - Man! I Feel Like A Woman!,"77,45,27,437 ","3,20,583 "
"Alan Walker - Alone, Pt. II","77,40,71,293 ","2,99,441 "
BLACKPINK - As If It's Your Last,"77,37,73,958 ","2,73,589 "
Doja Cat - Ain't Shit,"77,32,88,784 ","5,28,588 "
Oliver Tree - Miss You,"77,30,19,636 ","2,16,627 "
"Stevie Wonder - Signed, Sealed, Delivered (I'm Yours)","77,26,75,454 ","2,05,458 "
Teddy Swims - Bad Dreams,"77,26,28,679 ","8,20,828 "
JENNIE - SOLO,"77,23,92,169 ","1,68,827 "
Green Day - When I Come Around,"77,21,22,162 ","3,87,789 "
Katy Perry - Wide Awake,"77,19,07,279 ","6,54,941 "
Cardi B - Up,"77,18,30,610 ","2,60,046 "
Fuerza Regida - SABOR FRESA,"77,10,93,075 ","2,81,786 "
Green Day - 21 Guns,"77,03,48,730 ","3,20,509 "
Sasha Alex Sloan - Dancing With Your Ghost,"77,03,37,292 ","2,76,322 "
Justin Timberlake - Cry Me a River,"76,96,43,435 ","3,90,197 "
Ed Maverick - Fuentes de Ortiz,"76,94,83,408 ","2,60,842 "
Morgan Wallen - Thinkinâ Bout Me,"76,92,41,823 ","4,55,706 "
The xx - Intro,"76,91,76,663 ","1,93,055 "
Bob Marley & The Wailers - Jamming,"76,84,77,744 ","3,36,055 "
Noah Cyrus - Again,"76,84,45,077 ","6,05,615 "
Eiffel 65 - Blue (Da Ba Dee),"76,84,32,055 ","2,19,738 "
Diplo - Heartless,"76,81,34,675 ","1,38,739 "
Gente De Zona - La Gozadera,"76,75,87,741 ","4,16,024 "
Taylor Swift - the 1,"76,75,47,304 ","2,47,513 "
Drake - Marvins Room,"76,74,72,462 ","3,61,373 "
Kanye West - I Love It (& Lil Pump),"76,71,35,035 ","91,963 "
Tove Lo - Talking Body,"76,67,18,103 ","2,86,661 "
J Balvin - Bonita,"76,64,73,863 ","3,21,805 "
Vundabar - Alien Blues,"76,64,58,210 ","2,69,794 "
Tom Walker - Leave a Light On,"76,64,48,498 ","1,39,801 "
Sean Paul - Get Busy,"76,62,31,416 ","5,70,295 "
Colbie Caillat - Bubbly,"76,56,62,018 ","2,14,254 "
"Tame Impala - New Person, Same Old Mistakes","76,54,56,529 ","6,47,688 "
Vacations - Telephones,"76,52,65,789 ","4,84,005 "
Sech - Otro Trago,"76,51,40,154 ","1,12,365 "
The Script - Superheroes,"76,51,33,031 ","1,53,286 "
Men I Trust - Show Me How,"76,49,54,323 ","3,59,907 "
Michael Marcagi - Scared To Start,"76,48,92,144 ","3,00,964 "
Xavi - La VÃ­ctima,"76,42,97,380 ","2,44,010 "
Bad Bunny - Ignorantes,"76,42,11,836 ","1,45,071 "
Rauw Alejandro - Fantasias,"76,26,60,140 ","1,08,001 "
Luke Combs - Beer Never Broke My Heart,"76,25,95,910 ","2,61,182 "
Disclosure - You & Me,"76,23,93,007 ","1,78,648 "
Akon - Right Now (Na Na Na),"76,23,78,826 ","5,16,546 "
"Tyler, The Creator - She","76,19,36,594 ","4,74,581 "
Steve Lacy - Infrunami,"76,18,49,991 ","5,09,704 "
Marshmello - Be Kind,"76,06,79,707 ","1,36,919 "
Drake - Forever,"76,04,74,361 ","2,47,835 "
Lil Wayne - Lollipop,"76,04,58,027 ","4,11,460 "
Bon Iver - Skinny Love,"76,02,37,428 ","1,59,426 "
The Weeknd - Wicked Games,"76,00,94,348 ","3,47,568 "
BeyoncÃ© - If I Were a Boy,"75,99,79,936 ","3,21,015 "
CYRIL - Stumblin' In,"75,98,01,466 ","4,69,638 "
Katy Perry - Never Really Over,"75,97,70,128 ","1,00,436 "
Soda Stereo - De MÃºsica Ligera,"75,94,34,511 ","4,51,545 "
Danny Ocean - Dembow,"75,87,06,481 ","3,97,843 "
Korn - Freak On a Leash,"75,82,67,589 ","5,36,857 "
Imanbek - Belly Dancer,"75,82,64,690 ","2,33,426 "
